mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__depth,param_clf__estimator__iterations,param_clf__estimator__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.0512283802032472,0.054383258664379874,0.006919288635253906,0.0003506378718063306,6,200,0.01,"{'clf__estimator__depth': 6, 'clf__estimator__iterations': 200, 'clf__estimator__learning_rate': 0.01}",0.734395713654441,0.73335391870649,0.7841425562576211,0.7672098436980379,0.7033311162842257,0.7444866297201631,0.028314226426881507,6,0.9042814199579504,0.9063841201716738,0.9138460844021916,0.9111638113624211,0.9204449969097437,0.9112240865607962,0.0057189087708976955
1.046335792541504,0.12070516779660413,0.009389591217041016,0.004640063800774819,6,200,0.05,"{'clf__estimator__depth': 6, 'clf__estimator__iterations': 200, 'clf__estimator__learning_rate': 0.05}",0.7525408749447635,0.7478946777453402,0.7659904666888372,0.7597550160736061,0.6920241658352733,0.7436410402575641,0.02653585986121538,9,0.996715956282254,0.9950072684480133,0.9976302247901057,0.9980382080679995,0.99842709425629,0.9971637503689325,0.001218954162395387
1.0963060855865479,0.14005193498766214,0.00855116844177246,0.0019771342004282384,6,200,0.1,"{'clf__estimator__depth': 6, 'clf__estimator__iterations': 200, 'clf__estimator__learning_rate': 0.1}",0.7518228015908087,0.7698181001571974,0.7727801795809778,0.743182573994014,0.6963196984813212,0.7467846707608639,0.02753679952036874,3,0.9999061701794929,1.0,1.0,0.9999513892264636,0.9999930556037805,0.9999701230019473,3.6748039664387736e-05
2.573930788040161,0.34827851935462123,0.01080007553100586,0.0039390391084442,6,500,0.01,"{'clf__estimator__depth': 6, 'clf__estimator__iterations': 500, 'clf__estimator__learning_rate': 0.01}",0.753535130357932,0.727234448686279,0.7808169825961646,0.7482817869415808,0.7006706573550604,0.7421078011874033,0.026852769618814998,12,0.9628572917933659,0.9659473210577322,0.9698474316150583,0.9682832063666225,0.9739029590072291,0.9681676419680016,0.003711025568515371
2.870696496963501,0.33330473262472426,0.009347867965698243,0.004395166061912976,6,500,0.05,"{'clf__estimator__depth': 6, 'clf__estimator__iterations': 500, 'clf__estimator__learning_rate': 0.05}",0.7379860804242157,0.7560633280934201,0.7748586631193881,0.7472286886154529,0.7047999113180357,0.7441873343141026,0.023155319539978753,8,0.9999930496429255,1.0,0.9999999999999999,1.0,1.0,0.999998609928585,2.780142829805765e-06
3.026118612289429,0.36212675195506566,0.009999895095825195,0.0052070911541134005,6,500,0.1,"{'clf__estimator__depth': 6, 'clf__estimator__iterations': 500, 'clf__estimator__learning_rate': 0.1}",0.7436754308440124,0.7548282057040198,0.7722813435317593,0.7409378117725307,0.6955991575213389,0.7414643898747322,0.025444298896667505,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.6207304000854492,0.13462106307199126,0.009528923034667968,0.0028601163357509993,8,100,0.01,"{'clf__estimator__depth': 8, 'clf__estimator__iterations': 100, 'clf__estimator__learning_rate': 0.01}",0.7184876270437472,0.729788906355266,0.7923456379558808,0.7602538521228245,0.702638288438089,0.7407028623831614,0.03197111313557583,15,0.9372278500807979,0.9384829710646546,0.9444621912347831,0.9412486718842231,0.9472034916424191,0.9417250351813756,0.0037004887248285735
1.6968326568603516,0.05273561824687037,0.009039974212646485,0.0027078245567936847,8,100,0.05,"{'clf__estimator__depth': 8, 'clf__estimator__iterations': 100, 'clf__estimator__learning_rate': 0.05}",0.7315510384445426,0.7390803952391646,0.7838931382330118,0.7729187451502051,0.7139175257731959,0.7482721685680239,0.026155816134049645,2,0.9976386161839064,0.9964315381420462,0.9968837021965126,0.9976024472052278,0.9972882132762966,0.9971689034007978,0.0004577930596036472
1.7192229270935058,0.04349273031265643,0.009866142272949218,0.0038439372726364707,8,100,0.1,"{'clf__estimator__depth': 8, 'clf__estimator__iterations': 100, 'clf__estimator__learning_rate': 0.1}",0.7441173221387539,0.7514316191331687,0.7665447289657465,0.7261944352067399,0.6892805675645715,0.7355137346017961,0.02651293440259807,22,0.9995273757189276,0.9999965388342794,1.0,1.0,0.9999513892264636,0.999895060755934,0.0001847633477211252
3.2993228435516357,0.1963699325080264,0.008691740036010743,0.001912621234230666,8,200,0.01,"{'clf__estimator__depth': 8, 'clf__estimator__iterations': 200, 'clf__estimator__learning_rate': 0.01}",0.7115002209456474,0.73941724679991,0.7986365147988029,0.7658796142334553,0.6973727968074492,0.7425612787170529,0.03661925727468731,11,0.9627356605445605,0.9666932022705247,0.9717814459621809,0.9700453469073131,0.9747241338601815,0.9691959579089522,0.00414647241191165
